CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd,DBN
30,Q,Q127,P.S. 127 Aerospace Science Magne,3,GEN ED,-,-,-,121.0,5.0,24.2,20.0,29.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,3,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,4,GEN ED,-,-,-,109.0,4.0,27.3,24.0,30.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,4,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,5,GEN ED,-,-,-,96.0,4.0,24.0,21.0,26.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,5,CTT,-,-,-,28.0,1.0,28.0,28.0,28.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,6,GEN ED,-,-,-,98.0,4.0,24.5,23.0,26.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,6,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,7,GEN ED,-,-,-,91.0,4.0,22.8,22.0,25.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,8,GEN ED,-,-,-,93.0,4.0,23.3,21.0,26.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,0K-09,SPEC ED,-,-,12:1:1,72.0,7.0,10.3,7.0,13.0,ATS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,GEN ED,ENGLISH,MS English Core,-,280.0,12.0,23.3,21.0,25.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,GEN ED,MATH,MS Math Core,-,280.0,12.0,23.3,20.0,28.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,GEN ED,SCIENCE,MS Science Core,-,280.0,12.0,23.3,21.0,25.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,188.0,8.0,23.5,21.0,25.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,92.0,4.0,23.0,21.0,25.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,CTT,ENGLISH,MS English Core,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,CTT,MATH,MS Math Core,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,CTT,SCIENCE,MS Science Core,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,SPEC ED,ENGLISH,MS English Core,-,25.0,2.0,12.5,12.0,13.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,SPEC ED,MATH,MS Math Core,-,25.0,2.0,12.5,12.0,13.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,SPEC ED,SCIENCE,MS Science Core,-,13.0,1.0,13.0,13.0,13.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,13.0,1.0,13.0,13.0,13.0,STARS,,30,30Q127
30,Q,Q127,P.S. 127 Aerospace Science Magne,,,,,,,,,,,,13.9,30,30Q127
30,Q,Q141,I.S. 141 The Steinway,6,GEN ED,-,-,-,282.0,10.0,28.2,23.0,30.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,6,CTT,-,-,-,51.0,2.0,25.5,24.0,27.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,7,GEN ED,-,-,-,301.0,10.0,30.1,21.0,33.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,7,CTT,-,-,-,30.0,1.0,30.0,30.0,30.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,8,GEN ED,-,-,-,258.0,9.0,28.7,24.0,32.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,8,CTT,-,-,-,56.0,2.0,28.0,28.0,28.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,0K-09,SPEC ED,-,-,12:1,10.0,1.0,10.0,10.0,10.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,0K-09,SPEC ED,-,-,12:1:1,31.0,3.0,10.3,8.0,12.0,ATS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,GEN ED,ENGLISH,MS English Core,-,804.0,27.0,29.8,24.0,33.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,GEN ED,MATH,MS Math Core,-,841.0,29.0,29.0,21.0,33.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,GEN ED,SCIENCE,MS Science Core,-,841.0,29.0,29.0,21.0,33.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,841.0,29.0,29.0,21.0,33.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,CTT,ENGLISH,MS English Core,-,137.0,5.0,27.4,24.0,29.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,CTT,MATH,MS Math Core,-,137.0,5.0,27.4,24.0,29.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,CTT,SCIENCE,MS Science Core,-,137.0,5.0,27.4,24.0,29.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,137.0,5.0,27.4,24.0,29.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,SPEC ED,ENGLISH,MS English Core,-,33.0,3.0,11.0,10.0,12.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,SPEC ED,MATH,MS Math Core,-,33.0,3.0,11.0,10.0,12.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,SPEC ED,SCIENCE,MS Science Core,-,33.0,3.0,11.0,10.0,12.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,33.0,3.0,11.0,10.0,12.0,STARS,,30,30Q141
30,Q,Q141,I.S. 141 The Steinway,,,,,,,,,,,,16.1,30,30Q141
30,Q,Q145,I.S. 145 Joseph Pulitzer,6,GEN ED,-,-,-,546.0,20.0,27.3,16.0,30.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,6,CTT,-,-,-,58.0,2.0,29.0,28.0,30.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,7,GEN ED,-,-,-,582.0,20.0,29.1,21.0,32.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,7,CTT,-,-,-,59.0,2.0,29.5,29.0,30.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,8,GEN ED,-,-,-,616.0,20.0,30.8,27.0,32.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,8,CTT,-,-,-,88.0,3.0,29.3,28.0,31.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,0K-09,SPEC ED,-,-,12:1,32.0,3.0,10.7,10.0,11.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,0K-09,SPEC ED,-,-,12:1:1,53.0,5.0,10.6,9.0,12.0,ATS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,ENGLISH,MS English Core,-,1839.0,63.0,29.2,23.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,MATH,MS Math Core,-,1574.0,55.0,28.6,16.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,MATH,Integrated Algebra,-,156.0,5.0,31.2,29.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,SCIENCE,MS Science Core,-,1727.0,60.0,28.8,16.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,SCIENCE,Living Environment,-,30.0,1.0,30.0,30.0,30.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1727.0,60.0,28.8,16.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,CTT,ENGLISH,MS English Core,-,300.0,10.0,30.0,28.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,CTT,MATH,MS Math Core,-,210.0,7.0,30.0,28.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,CTT,SCIENCE,MS Science Core,-,210.0,7.0,30.0,28.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,210.0,7.0,30.0,28.0,32.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,SPEC ED,ENGLISH,MS English Core,-,95.0,9.0,10.6,9.0,12.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,SPEC ED,MATH,MS Math Core,-,84.0,8.0,10.5,9.0,12.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,SPEC ED,SCIENCE,MS Science Core,-,84.0,8.0,10.5,9.0,12.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,84.0,8.0,10.5,9.0,12.0,STARS,,30,30Q145
30,Q,Q145,I.S. 145 Joseph Pulitzer,,,,,,,,,,,,15.4,30,30Q145
30,Q,Q148,P.S. 148 Queens,0K,GEN ED,-,-,-,168.0,8.0,21.0,19.0,23.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,1,GEN ED,-,-,-,177.0,7.0,25.3,22.0,27.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,2,GEN ED,-,-,-,142.0,7.0,20.3,10.0,23.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,2,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,3,GEN ED,-,-,-,162.0,7.0,23.1,21.0,26.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,3,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,4,GEN ED,-,-,-,160.0,5.0,32.0,30.0,34.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,4,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,5,GEN ED,-,-,-,154.0,6.0,25.7,24.0,27.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,5,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,0K-09,SPEC ED,-,-,12:1,25.0,2.0,12.5,12.0,13.0,ATS,,30,30Q148
30,Q,Q148,P.S. 148 Queens,,,,,,,,,,,,15.3,30,30Q148
30,Q,Q149,P.S. 149 Christa Mcauliffe,0K,GEN ED,-,-,-,114.0,6.0,19.0,14.0,24.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,0K,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,1,GEN ED,-,-,-,131.0,5.0,26.2,21.0,31.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,1,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,2,GEN ED,-,-,-,169.0,7.0,24.1,19.0,29.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,2,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,3,GEN ED,-,-,-,209.0,8.0,26.1,21.0,30.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,3,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,4,GEN ED,-,-,-,187.0,7.0,26.7,21.0,30.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,4,CTT,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,5,GEN ED,-,-,-,178.0,7.0,25.4,22.0,29.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,5,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,0K-09,SPEC ED,-,-,12:1:1,12.0,1.0,12.0,12.0,12.0,ATS,,30,30Q149
30,Q,Q149,P.S. 149 Christa Mcauliffe,,,,,,,,,,,,14.1,30,30Q149
30,Q,Q150,P.S. 150 Queens,0K,GEN ED,-,-,-,115.0,5.0,23.0,22.0,24.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,0K,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,0K,G&T,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,1,GEN ED,-,-,-,120.0,5.0,24.0,20.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,1,CTT,-,-,-,43.0,2.0,21.5,21.0,22.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,1,G&T,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,2,GEN ED,-,-,-,95.0,4.0,23.8,21.0,25.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,2,CTT,-,-,-,46.0,2.0,23.0,22.0,24.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,2,G&T,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,3,GEN ED,-,-,-,89.0,4.0,22.3,18.0,26.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,3,CTT,-,-,-,55.0,2.0,27.5,27.0,28.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,3,G&T,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,4,GEN ED,-,-,-,103.0,4.0,25.8,24.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,4,CTT,-,-,-,50.0,2.0,25.0,23.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,4,G&T,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,5,GEN ED,-,-,-,102.0,4.0,25.5,25.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,5,CTT,-,-,-,51.0,2.0,25.5,24.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,5,G&T,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,6,GEN ED,-,-,-,78.0,3.0,26.0,25.0,27.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,6,CTT,-,-,-,49.0,2.0,24.5,24.0,25.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,0K-09,SPEC ED,-,-,12:1:1,35.0,3.0,11.7,11.0,12.0,ATS,,30,30Q150
30,Q,Q150,P.S. 150 Queens,,,,,,,,,,,,14.2,30,30Q150
30,Q,Q151,P.S. 151 Mary D. Carter,0K,GEN ED,-,-,-,67.0,4.0,16.8,14.0,21.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,0K,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,1,GEN ED,-,-,-,57.0,3.0,19.0,18.0,21.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,1,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,2,GEN ED,-,-,-,51.0,2.0,25.5,25.0,26.0,ATS,,30,30Q151
30,Q,Q212,P.S. 212,5,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q212
30,Q,Q151,P.S. 151 Mary D. Carter,2,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,3,GEN ED,-,-,-,55.0,2.0,27.5,27.0,28.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,3,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,4,GEN ED,-,-,-,56.0,2.0,28.0,28.0,28.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,4,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,5,GEN ED,-,-,-,57.0,2.0,28.5,28.0,29.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,0K-09,SPEC ED,-,-,12:1:1,57.0,5.0,11.4,10.0,12.0,ATS,,30,30Q151
30,Q,Q151,P.S. 151 Mary D. Carter,,,,,,,,,,,,11.7,30,30Q151
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,0K,GEN ED,-,-,-,170.0,8.0,21.3,18.0,25.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,0K,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,1,GEN ED,-,-,-,187.0,8.0,23.4,20.0,25.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,1,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,2,GEN ED,-,-,-,212.0,9.0,23.6,20.0,26.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,2,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,3,GEN ED,-,-,-,180.0,7.0,25.7,24.0,27.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,3,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,4,GEN ED,-,-,-,141.0,5.0,28.2,26.0,31.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,4,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,5,GEN ED,-,-,-,166.0,6.0,27.7,25.0,29.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,5,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,6,GEN ED,-,-,-,48.0,2.0,24.0,22.0,26.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,0K-09,SPEC ED,-,-,12:1,9.0,1.0,9.0,9.0,9.0,ATS,,30,30Q152
30,Q,Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,,,,,,,,,,,,15.5,30,30Q152
30,Q,Q166,P.S. 166 Henry Gradstein,0K,GEN ED,-,-,-,147.0,7.0,21.0,17.0,24.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,0K,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,1,GEN ED,-,-,-,150.0,6.0,25.0,17.0,31.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,1,G&T,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,2,GEN ED,-,-,-,142.0,6.0,23.7,17.0,27.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,3,GEN ED,-,-,-,136.0,5.0,27.2,25.0,28.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,4,GEN ED,-,-,-,144.0,5.0,28.8,27.0,32.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,4,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,5,GEN ED,-,-,-,150.0,5.0,30.0,27.0,32.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,0K-09,SPEC ED,-,-,12:1:1,87.0,8.0,10.9,8.0,12.0,ATS,,30,30Q166
30,Q,Q166,P.S. 166 Henry Gradstein,,,,,,,,,,,,16.4,30,30Q166
30,Q,Q171,P.S. 171 Peter G. Van Alst,0K,GEN ED,-,-,-,62.0,3.0,20.7,19.0,22.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,0K,CTT,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,1,GEN ED,-,-,-,74.0,4.0,18.5,14.0,22.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,1,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q171
30,Q,Q555,Newcomers High School,,,,,,,,,,,,14.7,30,30Q555
30,Q,Q171,P.S. 171 Peter G. Van Alst,2,GEN ED,-,-,-,66.0,3.0,22.0,20.0,23.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,2,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,3,GEN ED,-,-,-,46.0,2.0,23.0,23.0,23.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,3,CTT,-,-,-,43.0,2.0,21.5,21.0,22.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,4,GEN ED,-,-,-,57.0,2.0,28.5,28.0,29.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,4,CTT,-,-,-,53.0,2.0,26.5,26.0,27.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,5,GEN ED,-,-,-,54.0,2.0,27.0,25.0,29.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,5,CTT,-,-,-,47.0,2.0,23.5,22.0,25.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,0K-09,SPEC ED,-,-,12:1:1,10.0,1.0,10.0,10.0,10.0,ATS,,30,30Q171
30,Q,Q171,P.S. 171 Peter G. Van Alst,,,,,,,,,,,,12.0,30,30Q171
30,Q,Q204,I.S. 204 Oliver W. Holmes,6,GEN ED,-,-,-,189.0,7.0,27.0,23.0,30.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,6,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,7,GEN ED,-,-,-,172.0,6.0,28.7,26.0,30.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,7,CTT,-,-,-,52.0,2.0,26.0,25.0,27.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,8,GEN ED,-,-,-,169.0,6.0,28.2,23.0,33.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,8,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,0K-09,SPEC ED,-,-,12:1,21.0,2.0,10.5,9.0,12.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,0K-09,SPEC ED,-,-,12:1:1,39.0,4.0,9.8,9.0,11.0,ATS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,GEN ED,ENGLISH,MS English Core,-,531.0,19.0,27.9,23.0,33.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,GEN ED,MATH,Integrated Algebra,-,64.0,2.0,32.0,31.0,33.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,GEN ED,SCIENCE,Earth Science,-,64.0,2.0,32.0,31.0,33.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,GEN ED,SCIENCE,Other Science,-,467.0,17.0,27.5,23.0,31.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,531.0,19.0,27.9,23.0,33.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,CTT,ENGLISH,MS English Core,-,168.0,6.0,28.0,25.0,29.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,CTT,SCIENCE,Other Science,-,110.0,4.0,27.5,25.0,29.0,STARS,,30,30Q204
